event_id,timestamp,event_type,user_id,session_id,product_id,product_category,product_price,quantity,order_id,cart_value,discount_applied,shipping_method,payment_method,location,age_group,gender,loyalty_member,device,operating_system,browser,ip_address,latency_ms,utm_source,utm_campaign,page_url,referrer_url
2f455583-adf1-46e6-9591-85cadc52df1a,2025-09-12 14:28:57,view,user_555,session_345,prod_863,Clothing,207.01,0,,,False,,,Abuja,25-34,Female,True,Tablet,MacOS,Edge,1.218.155.63,487,linkedin,linkedin_campaign,search_results_page,https://www.youtube.com
2255bacb-f0f0-4e66-9e84-fd2e9c16e318,2025-09-12 14:28:57,view,user_290,session_30,prod_320,Toys,290.22,0,,,False,,,Cape Town,18-24,Male,True,Mobile,iOS,Chrome,123.218.11.225,956,google,google_campaign,cart_page,https://www.linkedin.com
63ac3a60-9adb-45e1-9c99-c5d06815114b,2025-09-12 14:28:57,purchase,user_524,session_264,prod_211,Clothing,37.57,4,order_4894,150.28,False,Standard,Bank Transfer,Abuja,25-34,Male,True,Desktop,Windows,Chrome,16.80.221.186,188,instagram,instagram_campaign,homepage,https://www.other.com
672140d2-4348-4939-a627-7a40701f3151,2025-09-12 14:28:57,view,user_475,session_644,prod_393,Other,294.53,0,,,False,,,Cape Town,25-34,Female,False,Mobile,iOS,Opera,52.90.116.121,108,google,google_campaign,homepage,https://www.twitter.com
bc0f147f-d237-4e7d-bdbc-88dd0bdfdad0,2025-09-12 14:28:57,view,user_415,session_63,prod_455,Electronics,303.2,0,,,False,,,Johannesburg,25-34,Male,False,Mobile,iOS,Chrome,16.151.101.45,39,instagram,instagram_campaign,checkout_page,https://www.other.com
194b2829-c654-46ad-80a3-fb39c4d4da03,2025-09-12 14:28:57,view,user_930,session_816,prod_109,Health,59.78,0,,,False,,,Abuja,18-24,Female,False,Mobile,iOS,Opera,38.16.151.157,395,facebook,facebook_campaign,search_results_page,https://www.other.com
33a08ed9-fb66-4bbe-8aa2-b3f2fe39ad6a,2025-09-12 14:28:57,purchase,user_56,session_657,prod_562,Automotive,63.88,3,order_4489,191.64,False,Overnight,Cash on Delivery,Lagos,25-34,Female,False,Tablet,iOS,Chrome,9.204.223.220,589,instagram,instagram_campaign,search_results_page,https://www.linkedin.com
b9731afe-af40-430d-b8a0-1a78cdbec6dd,2025-09-12 14:28:57,view,user_861,session_522,prod_919,Automotive,184.49,0,,,False,,,Johannesburg,55+,Female,False,Mobile,iOS,Firefox,202.207.226.231,675,linkedin,linkedin_campaign,checkout_page,https://www.facebook.com
081e5ac1-09b7-4a82-821a-319ea227d7ed,2025-09-12 14:28:57,view,user_306,session_205,prod_43,Toys,351.4,0,,,False,,,Nairobi,35-44,Male,True,Mobile,Android,Opera,221.162.84.217,384,facebook,facebook_campaign,checkout_page,https://www.instagram.com
137c1c09-5c76-4297-8cf9-2cfbde6a31b7,2025-09-12 14:28:57,view,user_45,session_39,prod_629,Electronics,19.57,0,,,False,,,Lagos,55+,Male,False,Desktop,MacOS,Chrome,128.187.183.43,235,google,google_campaign,checkout_page,https://www.google.com
4587e1bd-14e9-4326-b74e-8b5dcfbbf3d2,2025-09-12 14:28:57,view,user_877,session_537,prod_918,Health,384.23,0,,,False,,,Kano,35-44,Female,True,Mobile,iOS,Edge,41.136.151.40,931,linkedin,linkedin_campaign,search_results_page,https://www.instagram.com
fef6e182-c5b7-4496-8dc4-bdc725ac89eb,2025-09-12 14:28:57,purchase,user_432,session_638,prod_774,Automotive,325.83,1,order_4053,325.83,False,Overnight,Bank Transfer,Kumasi,25-34,Male,True,Mobile,iOS,Safari,130.121.52.28,141,facebook,facebook_campaign,homepage,https://www.google.com
b79f060f-0728-4e03-b44f-1b6816f567a6,2025-09-12 14:28:57,search,user_319,session_387,prod_93,Sports,50.98,0,,,False,,,Kano,18-24,Female,False,Desktop,MacOS,Opera,197.121.142.116,953,youtube,youtube_campaign,search_results_page,https://www.other.com
e2b3ffc3-0363-4356-975c-7e2d41e118b6,2025-09-12 14:28:57,add_to_cart,user_882,session_965,prod_609,Electronics,227.21,3,,,False,,,Cape Town,45-54,Female,False,Desktop,MacOS,Edge,203.84.75.64,531,instagram,instagram_campaign,product_page,https://www.google.com
6fdafbc6-24b2-4c5e-8d1e-a564dbf5a64d,2025-09-12 14:28:57,view,user_687,session_520,prod_625,Health,249.21,0,,,False,,,Kano,45-54,Female,True,Mobile,iOS,Firefox,255.158.173.179,158,twitter,twitter_campaign,homepage,https://www.instagram.com
7a5f657a-3b0f-41e8-adab-48c66ca1d81c,2025-09-12 14:28:57,view,user_217,session_751,prod_342,Toys,328.85,0,,,False,,,Lagos,35-44,Male,False,Desktop,Windows,Edge,166.62.105.71,685,google,google_campaign,checkout_page,https://www.facebook.com
35cce99a-47ba-4159-ae28-25e5b6f27db9,2025-09-12 14:28:57,view,user_160,session_975,prod_658,Electronics,302.38,0,,,False,,,Cape Town,55+,Female,False,Mobile,Android,Edge,239.93.251.129,363,linkedin,linkedin_campaign,search_results_page,https://www.twitter.com
b4db2fd4-c93f-47be-9593-15df7f42049b,2025-09-12 14:28:57,view,user_153,session_661,prod_372,Books,82.43,0,,,False,,,Lagos,18-24,Female,True,Desktop,Windows,Safari,11.3.211.204,301,facebook,facebook_campaign,search_results_page,https://www.google.com
1bd7ef80-b761-4cf4-a91d-954276141ed7,2025-09-12 14:28:57,add_to_cart,user_179,session_357,prod_740,Clothing,210.8,4,,,False,,,Kano,25-34,Male,False,Tablet,iOS,Safari,210.29.244.127,763,google,google_campaign,checkout_page,https://www.youtube.com
5da5ca83-52b2-458a-9529-7ad90a13631b,2025-09-12 14:28:57,view,user_325,session_337,prod_30,Sports,141.25,0,,,False,,,Cape Town,55+,Female,False,Desktop,MacOS,Firefox,251.72.153.192,858,instagram,instagram_campaign,homepage,https://www.other.com
cb06d590-0076-478f-b418-07060e4a7c54,2025-09-12 14:28:57,view,user_639,session_1000,prod_653,Books,170.79,0,,,False,,,Abuja,35-44,Male,True,Desktop,Windows,Edge,100.3.222.0,566,instagram,instagram_campaign,cart_page,https://www.youtube.com
21b3ba93-dca1-404c-9673-af7b3f915a39,2025-09-12 14:28:57,view,user_647,session_932,prod_806,Other,122.14,0,,,False,,,Abuja,55+,Female,False,Mobile,Android,Opera,190.31.116.63,248,youtube,youtube_campaign,search_results_page,https://www.twitter.com
2960667c-2cf1-43e8-9331-b4d64d1946fb,2025-09-12 14:28:57,add_to_cart,user_391,session_676,prod_627,Automotive,260.92,4,,,False,,,Accra,55+,Male,True,Desktop,Windows,Edge,233.144.139.64,651,google,google_campaign,homepage,https://www.youtube.com
4b32a7cb-62f4-4e6a-9121-7a335f111476,2025-09-12 14:28:57,view,user_483,session_503,prod_806,Other,122.14,0,,,False,,,Kumasi,18-24,Female,True,Tablet,iOS,Opera,132.242.60.101,359,linkedin,linkedin_campaign,homepage,https://www.other.com
796db0be-f976-4387-b962-7c7fe5fb0f00,2025-09-12 14:28:57,view,user_844,session_364,prod_526,Health,363.96,0,,,False,,,Nairobi,25-34,Male,False,Desktop,MacOS,Chrome,55.127.86.177,357,google,google_campaign,checkout_page,https://www.youtube.com
b5faeed0-0bfb-4292-b844-a00acfbecd2a,2025-09-12 14:28:57,search,user_56,session_33,prod_465,Sports,358.89,0,,,False,,,Abuja,25-34,Male,False,Tablet,iOS,Firefox,174.96.168.54,585,google,google_campaign,search_results_page,https://www.instagram.com
d016447e-5b58-4ec3-9513-e725919e219d,2025-09-12 14:28:57,view,user_539,session_771,prod_877,Books,341.48,0,,,False,,,Accra,45-54,Female,False,Tablet,iOS,Edge,199.102.41.185,884,instagram,instagram_campaign,homepage,https://www.twitter.com
b762cc7b-33e9-4f0d-874f-72b9e3974967,2025-09-12 14:28:57,view,user_303,session_623,prod_457,Automotive,487.67,0,,,False,,,Abuja,45-54,Female,False,Desktop,Windows,Firefox,216.116.90.106,847,google,google_campaign,product_page,https://www.other.com
9340e664-34c4-4580-b93b-8af5bbe9f0eb,2025-09-12 14:28:57,view,user_477,session_696,prod_12,Other,468.98,0,,,False,,,Accra,55+,Male,False,Desktop,Windows,Firefox,74.24.143.172,613,twitter,twitter_campaign,homepage,https://www.youtube.com
dcee3bae-8f1a-4af9-bc86-0a9df695f56b,2025-09-12 14:28:57,add_to_cart,user_250,session_387,prod_923,Sports,56.61,1,,,False,,,Abuja,55+,Female,False,Desktop,MacOS,Firefox,0.76.230.146,62,youtube,youtube_campaign,checkout_page,https://www.google.com
a8aa2d24-9d52-4f21-9b9c-c2495cd1b1d6,2025-09-12 14:28:57,view,user_60,session_407,prod_617,Beauty,106.58,0,,,False,,,Lagos,35-44,Female,True,Mobile,iOS,Firefox,148.234.13.44,386,facebook,facebook_campaign,product_page,https://www.facebook.com
fb594cba-1db1-43d1-8d60-563b768738c5,2025-09-12 14:28:57,add_to_cart,user_914,session_221,prod_571,Home & Garden,405.59,2,,,False,,,Nairobi,25-34,Male,True,Desktop,Windows,Chrome,101.126.255.76,168,youtube,youtube_campaign,checkout_page,https://www.google.com
cf5bf354-80ae-4de2-b348-eca63b41250c,2025-09-12 14:28:57,view,user_142,session_935,prod_505,Other,266.96,0,,,False,,,Kano,45-54,Female,False,Tablet,MacOS,Opera,141.27.208.77,565,twitter,twitter_campaign,homepage,https://www.youtube.com
d59448d9-c4e7-494d-850e-ee41ea303057,2025-09-12 14:28:57,view,user_728,session_834,prod_983,Health,383.94,0,,,False,,,Lagos,45-54,Female,False,Tablet,MacOS,Firefox,41.152.121.151,25,linkedin,linkedin_campaign,search_results_page,https://www.facebook.com
9c9dde79-b4a9-46de-815b-6c0a79af0485,2025-09-12 14:28:57,purchase,user_920,session_785,prod_633,Health,7.15,1,order_8643,7.15,True,Express,Bank Transfer,Lagos,55+,Male,False,Tablet,iOS,Chrome,107.167.184.48,461,linkedin,linkedin_campaign,product_page,https://www.facebook.com
42119f0e-b8ca-4547-a3dc-d3029827bdb4,2025-09-12 14:28:57,view,user_479,session_547,prod_1000,Sports,101.38,0,,,False,,,Abuja,55+,Male,True,Desktop,MacOS,Firefox,178.102.222.50,235,twitter,twitter_campaign,homepage,https://www.google.com
7dee9cba-c761-415a-9901-fb0cb32bf5d1,2025-09-12 14:28:57,view,user_790,session_856,prod_366,Toys,393.84,0,,,False,,,Sunyani,25-34,Male,True,Desktop,MacOS,Firefox,170.187.199.23,101,youtube,youtube_campaign,search_results_page,https://www.linkedin.com
021ead52-bdc9-439a-86e4-6f15aaf4b22c,2025-09-12 14:28:57,view,user_388,session_111,prod_411,Clothing,398.52,0,,,False,,,Tamale,25-34,Male,True,Desktop,Windows,Opera,122.248.55.100,313,facebook,facebook_campaign,homepage,https://www.other.com
df261d5c-2893-48a0-aa87-a2964dc72619,2025-09-12 14:28:57,add_to_cart,user_707,session_840,prod_764,Clothing,196.01,4,,,False,,,Cape Town,18-24,Male,True,Tablet,iOS,Edge,103.118.205.104,351,other,other_campaign,homepage,https://www.youtube.com
495bddf8-bef2-4d7b-b12d-6e27c1643766,2025-09-12 14:28:57,search,user_697,session_77,prod_513,Electronics,380.3,0,,,False,,,Kano,55+,Female,True,Tablet,MacOS,Opera,38.16.163.195,45,other,other_campaign,product_page,https://www.twitter.com
d345eca1-49cb-45a8-9640-69403e26a23d,2025-09-12 14:28:57,view,user_706,session_788,prod_465,Sports,358.89,0,,,False,,,Kano,55+,Female,True,Desktop,MacOS,Edge,193.182.125.227,956,twitter,twitter_campaign,product_page,https://www.youtube.com
fabc255b-7db5-4a6c-8293-c26d3b3157b3,2025-09-12 14:28:57,view,user_213,session_163,prod_848,Toys,31.09,0,,,False,,,Kano,25-34,Female,False,Tablet,MacOS,Safari,30.197.202.186,364,linkedin,linkedin_campaign,cart_page,https://www.instagram.com
bacbc6ef-759c-4c61-8ff4-e7c904b9bcce,2025-09-12 14:28:57,view,user_996,session_602,prod_532,Clothing,377.71,0,,,False,,,Accra,45-54,Male,False,Mobile,iOS,Edge,23.128.127.237,975,twitter,twitter_campaign,checkout_page,https://www.instagram.com
c75a444b-6e8f-4ec2-a921-90a836a89cd1,2025-09-12 14:28:57,add_to_cart,user_97,session_202,prod_129,Sports,169.83,3,,,False,,,Cape Town,45-54,Female,True,Mobile,Android,Chrome,215.94.49.240,244,twitter,twitter_campaign,search_results_page,https://www.twitter.com
c050ee4e-4395-4e8a-9b1a-5bcc79308a67,2025-09-12 14:28:57,add_to_cart,user_861,session_407,prod_511,Clothing,364.97,1,,,False,,,Accra,25-34,Female,False,Tablet,MacOS,Edge,100.25.76.153,413,google,google_campaign,checkout_page,https://www.other.com
f77df95f-89d0-43a8-a65c-666cfbb9b13e,2025-09-12 14:28:57,view,user_900,session_403,prod_228,Books,355.41,0,,,False,,,Abuja,55+,Male,True,Tablet,iOS,Edge,124.166.149.87,635,google,google_campaign,checkout_page,https://www.facebook.com
2b33adac-b013-4504-9a7f-18fb94c34dae,2025-09-12 14:28:57,view,user_422,session_898,prod_777,Other,182.45,0,,,False,,,Tamale,18-24,Male,True,Desktop,Windows,Chrome,215.250.39.92,335,facebook,facebook_campaign,homepage,https://www.facebook.com
70e58779-a9b4-4abe-b810-a50034d1e83f,2025-09-12 14:28:57,purchase,user_902,session_21,prod_530,Clothing,475.17,5,order_6306,2375.85,False,Overnight,Bank Transfer,Kano,18-24,Male,False,Desktop,Windows,Safari,136.75.224.236,931,facebook,facebook_campaign,product_page,https://www.other.com
ecbf0b58-1211-4cc9-804c-6e5b2990e17c,2025-09-12 14:28:57,search,user_221,session_953,prod_992,Books,452.18,0,,,False,,,Nairobi,18-24,Male,True,Tablet,MacOS,Firefox,194.119.135.184,485,instagram,instagram_campaign,product_page,https://www.youtube.com
4f95c8a8-0f4f-45a3-a50c-dd9ab9922462,2025-09-12 14:28:57,view,user_854,session_396,prod_715,Clothing,244.91,0,,,False,,,Abuja,25-34,Female,False,Tablet,MacOS,Opera,244.1.150.113,668,google,google_campaign,checkout_page,https://www.google.com
7561dcde-2923-4564-9865-1c05799da43c,2025-09-12 14:28:57,view,user_180,session_976,prod_503,Beauty,114.99,0,,,False,,,Abuja,45-54,Female,False,Mobile,iOS,Safari,172.23.176.68,710,other,other_campaign,checkout_page,https://www.instagram.com
cce845f7-ae28-48c8-8d32-28b65c681b2d,2025-09-12 14:28:57,search,user_813,session_596,prod_902,Clothing,15.93,0,,,False,,,Nairobi,55+,Female,True,Mobile,Android,Chrome,236.198.20.43,502,google,google_campaign,cart_page,https://www.other.com
a5ea04f0-91c7-4ab1-b9c7-aa98074786c7,2025-09-12 14:28:57,view,user_109,session_799,prod_248,Books,192.03,0,,,False,,,Cape Town,35-44,Female,False,Desktop,Windows,Opera,118.169.167.175,183,youtube,youtube_campaign,checkout_page,https://www.google.com
aeec632d-a018-4972-8d21-831a52653204,2025-09-12 14:28:57,view,user_355,session_772,prod_285,Automotive,275.19,0,,,False,,,Kano,18-24,Male,False,Tablet,iOS,Chrome,190.94.23.146,196,twitter,twitter_campaign,cart_page,https://www.youtube.com
7e8229fa-d965-4518-b7cc-de1683b18322,2025-09-12 14:28:57,view,user_360,session_67,prod_843,Other,244.3,0,,,False,,,Kumasi,55+,Male,True,Desktop,MacOS,Opera,173.44.115.188,977,linkedin,linkedin_campaign,checkout_page,https://www.linkedin.com
882b65ea-f1e9-458a-9d2f-4eef54c94260,2025-09-12 14:28:57,view,user_313,session_487,prod_541,Automotive,213.33,0,,,False,,,Accra,25-34,Female,False,Tablet,iOS,Safari,152.10.87.7,797,facebook,facebook_campaign,checkout_page,https://www.facebook.com
853b206d-60ae-4085-955c-3a1f61fd9ce8,2025-09-12 14:28:57,view,user_825,session_75,prod_72,Automotive,342.54,0,,,False,,,Takoradi,55+,Female,True,Tablet,iOS,Firefox,82.25.198.107,391,twitter,twitter_campaign,product_page,https://www.instagram.com
d424ccbd-67db-4681-b055-6a8eded900f7,2025-09-12 14:28:57,view,user_438,session_229,prod_933,Beauty,360.72,0,,,False,,,Lagos,55+,Female,True,Desktop,Windows,Opera,146.95.45.141,23,facebook,facebook_campaign,cart_page,https://www.linkedin.com
7a732dd2-3042-4c32-a1ec-ee6b424e1c2c,2025-09-12 14:28:57,view,user_860,session_191,prod_836,Sports,471.43,0,,,False,,,Nairobi,55+,Female,True,Desktop,Windows,Opera,206.234.254.101,77,linkedin,linkedin_campaign,homepage,https://www.google.com
b5456d25-ae6f-46c1-8ada-f14e2682a40a,2025-09-12 14:28:57,view,user_245,session_922,prod_130,Toys,126.45,0,,,False,,,Kano,25-34,Male,False,Desktop,Windows,Edge,44.77.87.204,747,twitter,twitter_campaign,checkout_page,https://www.instagram.com
e647e2f4-9007-4dcd-8562-8180d344b785,2025-09-12 14:28:57,purchase,user_784,session_449,prod_112,Other,154.01,2,order_4386,308.02,True,Overnight,Credit Card,Kano,45-54,Male,False,Mobile,Android,Chrome,123.241.123.45,317,instagram,instagram_campaign,checkout_page,https://www.other.com
fe32972f-de1c-4ba6-9b39-b18d463e2cf6,2025-09-12 14:28:57,purchase,user_386,session_357,prod_516,Beauty,331.63,2,order_3574,663.26,True,Overnight,Bank Transfer,Cape Town,18-24,Female,True,Desktop,MacOS,Edge,51.3.128.236,743,other,other_campaign,search_results_page,https://www.google.com
76224b05-a75b-49e3-bf4f-edb9f214212a,2025-09-12 14:28:57,view,user_896,session_170,prod_858,Toys,42.81,0,,,False,,,Lagos,45-54,Female,False,Mobile,Android,Firefox,53.79.61.195,202,google,google_campaign,checkout_page,https://www.google.com
f584ea5f-48f2-4bfc-a9c0-e38c95676c40,2025-09-12 14:28:57,view,user_255,session_550,prod_923,Sports,56.61,0,,,False,,,Lagos,35-44,Male,False,Tablet,MacOS,Firefox,226.87.188.105,493,other,other_campaign,product_page,https://www.youtube.com
6c56440f-00f4-4eb3-9742-f641d711ca36,2025-09-12 14:28:57,view,user_155,session_615,prod_525,Home & Garden,406.1,0,,,False,,,Lagos,25-34,Male,True,Mobile,iOS,Edge,24.252.109.133,568,google,google_campaign,homepage,https://www.facebook.com
6dc368e7-8dcc-46e6-b7e1-0007884a126c,2025-09-12 14:28:57,view,user_994,session_40,prod_862,Clothing,122.69,0,,,False,,,Johannesburg,18-24,Male,True,Tablet,iOS,Firefox,4.91.8.184,906,youtube,youtube_campaign,homepage,https://www.youtube.com
cd9009ea-0969-4170-9d03-03fb8107c953,2025-09-12 14:28:57,view,user_220,session_459,prod_652,Health,371.19,0,,,False,,,Kano,45-54,Male,False,Desktop,Windows,Edge,125.111.10.206,67,twitter,twitter_campaign,homepage,https://www.linkedin.com
31faf94a-3e86-4098-93b5-ff1f4562af08,2025-09-12 14:28:57,view,user_548,session_769,prod_829,Books,99.22,0,,,False,,,Abuja,35-44,Female,False,Desktop,MacOS,Firefox,196.76.6.208,447,other,other_campaign,checkout_page,https://www.instagram.com
9085ba48-5580-4160-a255-c6aef03b8302,2025-09-12 14:28:57,view,user_220,session_681,prod_418,Other,142.86,0,,,False,,,Kano,35-44,Male,True,Tablet,iOS,Safari,13.44.211.252,845,youtube,youtube_campaign,cart_page,https://www.youtube.com
1ab447a6-5edf-4bb6-9dc6-90cc685adad7,2025-09-12 14:28:57,purchase,user_136,session_660,prod_145,Home & Garden,15.97,5,order_6752,79.85,False,Standard,Cash on Delivery,Lagos,35-44,Male,True,Tablet,iOS,Chrome,30.89.103.231,290,linkedin,linkedin_campaign,search_results_page,https://www.youtube.com
48d68a94-95f1-4075-b95a-10db77547584,2025-09-12 14:28:57,view,user_140,session_574,prod_731,Other,472.55,0,,,False,,,Sunyani,55+,Male,False,Tablet,MacOS,Safari,197.197.198.183,562,other,other_campaign,cart_page,https://www.linkedin.com
708e8cb9-5d6c-4d22-adbc-ef72ffca1072,2025-09-12 14:28:57,view,user_890,session_460,prod_202,Toys,6.46,0,,,False,,,Lagos,18-24,Male,False,Tablet,MacOS,Safari,120.250.27.87,61,facebook,facebook_campaign,product_page,https://www.facebook.com
